FID,the_geom,UNIQUENUM,IDNUM,NAME,LONGITUDE,LATITUDE,COUNTRY,REGION,REVBIS,DESCRIPTIO,JUSTIFICAT,DATEINSCRI,SECDATE,DANGER,AREAHA,CRITERIA,CATSHORT,CATFIN,TRANSBOUND
worldheritagesites.1022,POINT (-104.3833333 32.16666667),852,721,Carlsbad Caverns National Park,-104.3833333,32.16666667,United States of America,Europe and North America,,"<p>This karst landscape in the state of New Mexico comprises over 80 recognized caves. They are outstanding not only for their size but also for the profusion, diversity and beauty of their mineral formations. Lechuguilla Cave stands out from the others,",,1995,,,18926,(vii)(viii),N,N,0
worldheritagesites.1023,POINT (-170.14582 25.34907),1672,1326,Papah?naumoku?kea,-170.14582,25.34907,United States of America,Europe and North America,,"<p>Papah?naumoku?kea is a vast and isolated linear cluster of small, low lying islands and atolls, with their surrounding ocean, roughly 250 km to the northwest of the main Hawaiian Archipelago and extending over some 1931 km. The area has deep cosmologi",,2010,,,36207499,(iii)(vi)(viii)(ix)(x),C/N,C/N,0
worldheritagesites.1024,POINT (-91.40638889 32.63694444),1978,1435,Monumental Earthworks of Poverty Point,-91.40638889,32.63694444,United States of America,Europe and North America,,"<p>Monumental Earthworks of Poverty Point owes its name to a 19th-century plantation close to the site, which is in the Lower Mississippi Valley on a slightly elevated and narrow landform. The complex comprises five mounds, six concentric semi-elliptical",,2014,,,163,(iii),C,C,0
worldheritagesites.1025,POINT (-98.46 29.32805556),2027,1466,San Antonio Missions,-98.46,29.32805556,United States of America,Europe and North America,,"<p><span> The site encompasses a group of five frontier mission complexes situated along a stretch of the San Antonio River basin in southern Texas, as well as a ranch located 37 kilometres to the south. It includes architectural and archaeological struc",,2015,,,300.8,(ii),C,C,0
worldheritagesites.1026,POINT (-57.85333333 -34.46777778),881,747,Historic Quarter of the City of Colonia del Sacramento,-57.85333333,-34.46777778,Uruguay,Latin America and the Caribbean,,"<p>Founded by the Portuguese in 1680 on the R&iacute;o de la Plata, the city was of strategic importance in resisting the Spanish. After being disputed for a century, it was finally lost by its founders. The well-preserved urban landscape illustrates the",,1995,,,16,(iv),C,C,0
worldheritagesites.1027,POINT (-58.33166667 -33.11777778),2025,1464,Fray Bentos Industrial Landscape,-58.33166667,-33.11777778,Uruguay,Latin America and the Caribbean,,"<p><span>Located on land projecting into the Uruguay River west of the town of Fray Bentos, the industrial complex was built following the development of a factory founded in 1859 to process meat produced on the vast prairies nearby. The site illustrates",,2015,,,273.8,(ii)(iv),C,C,0
worldheritagesites.1028,POINT (60.36389 41.37833),638,543,Itchan Kala,60.36389,41.37833,Uzbekistan,Asia and the Pacific,,"<p>Itchan Kala is the inner town (protected by brick walls some 10 m high) of the old Khiva oasis, which was the last resting-place of caravans before crossing the desert to Iran. Although few very old monuments still remain, it is a coherent and well-pr",,1990,,,37.5,(iii)(iv)(v),C,C,0
worldheritagesites.1029,POINT (64.42861 39.77472),713,602,Historic Centre of Bukhara,64.42861,39.77472,Uzbekistan,Asia and the Pacific,rev,"<p>Bukhara, which is situated on the Silk Route, is more than 2,000 years old. It is the most complete example of a medieval city in Central Asia, with an urban fabric that has remained largely intact. Monuments of particular interest include the famous",,1993,,2016,200,(ii)(iv)(vi),C,CD,0
worldheritagesites.1030,POINT (67 39.66861),715,603,Samarkand  ? Crossroad of Cultures,67,39.66861,Uzbekistan,Asia and the Pacific,Rev,"<p>The historic town of Samarkand is a crossroad and melting pot of the world's cultures. Founded in the 7th century B.C. as ancient Afrasiab, Samarkand had its most significant development in the Timurid period from the 14th to the 15th centuries. The m","<p><em>Criterion i </em>: The architecture and townscape of Samarkand, situated at the crossroads of ancient cultures, are masterpieces of Islamic cultural creativity.</p>
<p><em>Criterion ii </em>: Ensembles in Samarkand such as the Bibi Khanum Mosque a",2001,,,1123,(i)(ii)(iv),C,C,0
worldheritagesites.1031,POINT (66.83333 39.05),1037,885,Historic Centre of Shakhrisyabz,66.83333,39.05,Uzbekistan,Asia and the Pacific,,"<p>The historic centre of Shakhrisyabz contains a collection of exceptional monuments and ancient quarters which bear witness to the city's secular development, and particularly to the period of its apogee, under the rule of Amir Temur and the Temurids,","<p><em>Criterion iii </em>: Shakhrisyabz contains many fine monuments, and in particular those from the Timurid period, which was of great cultural and political significance in medieval Central Asia.</p>
<p><em>Criterion iv</em> : The buildings of Shakh",2000,,,240,(iii)(iv),C,C,0
worldheritagesites.1032,POINT (168.1777194 -17.62806944),1511,1280,Chief Roi Mata?s Domain,168.1777194,-17.62806944,Vanuatu,Asia and the Pacific,,"<p>Chief Roi Mata?s Domain is the first site to be inscribed in Vanuatu. It consists of three early 17th century AD sites on the islands of Efate, Lelepa and Artok associated with the life and death of the last paramount chief, or Roi Mata, of what is no",,2008,,,886.31,(iii)(v)(vi),C,C,0
worldheritagesites.1033,POINT (-69.68333333 11.4),779,658,Coro and its Port,-69.68333333,11.4,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,,"<p>With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mud&eacute;jar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has s",,1993,,2005,,(iv)(v),C,CD,0
worldheritagesites.1034,POINT (-61.5 5.33333),829,701,Canaima National Park,-61.5,5.33333,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,,<p>Canaima National Park is spread over 3 million ha in south-eastern Venezuela along the border between Guyana and Brazil. Roughly 65% of the park is covered by table mountain (tepui) formations. The tepuis constitute a unique biogeological entity and a,,1994,,,3000000,(vii)(viii)(ix)(x),N,N,0
worldheritagesites.1035,POINT (-66.89068 10.49073),1150,986,Ciudad Universitaria de Caracas,-66.89068,10.49073,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,,"<p>The Ciudad Universitaria de Caracas, built to the design of the architect Carlos Ra&uacute;l Villanueva, between 1940 and 1960, is an outstanding example of the Modern Movement in architecture. The university campus integrates the large number of buil","<p><em>Criterion i </em>:The Ciudad Universitaria de Caracas is a masterpiece of modern city planning, architecture and art, created by the Venezuelan architect Carlos Ra&uacute;l Villanueva and a group of distinguished avant-garde artists.</p>
<p><em>Cr",2000,,,164203,(i)(iv),C,C,0
worldheritagesites.1036,POINT (107.1 20.9),796,672,Ha Long Bay,107.1,20.9,Viet Nam,Asia and the Pacific,Bis,"<p>Ha Long Bay, in the Gulf of Tonkin, includes some 1,600 islands and islets, forming a spectacular seascape of limestone pillars. Because of their precipitous nature, most of the islands are uninhabited and unaffected by a human presence. The site's ou",,1994,2000,,150000,(vii)(viii),N,N,0
worldheritagesites.1037,POINT (107.57778 16.46944),802,678,Complex of Hu? Monuments,107.57778,16.46944,Viet Nam,Asia and the Pacific,,"<p>Established as the capital of unified Viet Nam in 1802, Hu&eacute; was not only the political but also the cultural and religious centre under the Nguyen dynasty until 1945. The Perfume River winds its way through the Capital City, the Imperial City,",,1993,,,315.47,(iv),C,C,0
worldheritagesites.1038,POINT (108.3333333 15.88333333),1109,948,Hoi An Ancient Town,108.3333333,15.88333333,Viet Nam,Asia and the Pacific,,"<p>Hoi An Ancient Town is an exceptionally well-preserved example of a South-East Asian trading port dating from the 15th to the 19th century. Its buildings and its street plan reflect the influences, both indigenous and foreign, that have combined to pr","<p><em>Criterion (ii)</em> : Hoi An is an outstanding material manifestation of the fusion of cultures over time in an international commercial port.</p>
<p><em>Criterion (v)</em> : Hoi An is an exceptionally well preserved example of a traditional Asian",1999,,,30,(ii)(v),C,C,0
worldheritagesites.1039,POINT (108.5666667 15.51666667),1110,949,My Son Sanctuary,108.5666667,15.51666667,Viet Nam,Asia and the Pacific,,<p>Between the 4th and 13th centuries a unique culture which owed its spiritual origins to Indian Hinduism developed on the coast of contemporary Viet Nam. This is graphically illustrated by the remains of a series of impressive tower-temples located in,"<p><em>Criterion (ii)</em> : The My Son Sanctuary is an exceptional example of cultural interchange, with the introduction the Hindu architecture of the Indian sub-continent into South-East Asia.</p>
<p><em>Criterion (iii)</em> :The Champa Kingdom was an",1999,,,142,(ii)(iii),C,C,0
worldheritagesites.1040,POINT (106.15125 17.53722222),2059,951,Phong Nha-Ke Bang National Park,106.15125,17.53722222,Viet Nam,Asia and the Pacific,Bis,"<p><span>The Phong Nha-Ke Bang National Park, inscribed on the World Heritage List in 2003, covered 85,754 hectares. With this extension, the site covers a total surface area of 126,236 hectares (a 46?% increase) and shares a boundary with the Hin Namno",,2003,2015,,123326,(viii)(ix)(x),N,N,0
worldheritagesites.1041,POINT (105.8372222 21.03944444),1689,1328,Central Sector of the Imperial Citadel of Thang Long - Hanoi,105.8372222,21.03944444,Viet Nam,Asia and the Pacific,,"<p>The Thang Long Imperial Citadel was built in the 11th century by the Ly Viet Dynasty, marking the independence of the Dai Viet. It was constructed on the remains of a Chinese fortress dating from the 7th century, on drained land reclaimed from the Red",,2010,,,18.395,(ii)(iii)(vi),C,C,0
worldheritagesites.1042,POINT (105.6047222 20.07805556),1775,1358,Citadel of the Ho Dynasty,105.6047222,20.07805556,Viet Nam,Asia and the Pacific,,"<p>The 14th -century Ho Dynasty citadel, built according to the feng shui principles, testifies to the flowering of neo-Confucianism in late 14th century Viet Nam and its spread to other parts of east Asia. According to these principles it was sited in a",,2011,,,155.5,(ii)(iv),C,C,0
worldheritagesites.1043,POINT (105.8963889 20.25666667),1981,1438,Trang An Landscape Complex,105.8963889,20.25666667,Viet Nam,Asia and the Pacific,,"<p>Situated near the southern margin of the Red River Delta, the Trang An Landscape Complex is a spectacular landscape of limestone karst peaks permeated with valleys, many of them partly submerged and surrounded by steep, almost vertical cliffs. Explora",,2014,,,6172,(v)(vii)(viii),C/N,C/N,0
worldheritagesites.1044,POINT (43.33 14.19806),725,611,Historic Town of Zabid,43.33,14.19806,Yemen,Arab States,,"<p>Zabid's domestic and military architecture and its urban plan make it an outstanding archaeological and historical site. Besides being the capital of Yemen from the 13th to the 15th century, the city played an important role in the Arab and Muslim wor",,1993,,2000,0,(ii)(iv)(vi),C,CD,0
worldheritagesites.1045,POINT (48.62667 15.92694),213,192,Old Walled City of Shibam,48.62667,15.92694,Yemen,Arab States,,"<p>Surrounded by a fortified wall, the 16th-century city of Shibam is one of the oldest and best examples of urban planning based on the principle of vertical construction. Its impressive tower-like structures rise out of the cliff and have given the cit",,1982,,2015,0,(iii)(iv)(v),C,CD,0
